Id	Title	Found words	Date	Abstract (beginning)
21124794	Mitochondrial rejuvenation after induced pluripotency.	aging	2010-11-23	BACKGROUND: As stem cells of the early embryo mature and differentiate into all tissues, the mitochondrial complement undergoes dramatic functional improvement. Mitochondrial activity is low to minimize generation of DNA-damaging reactive oxygen species during pre-implantation development and increases following implantation and differentiation to meet higher metabolic demands. It has recently been reported that when the stem cell type known as induced pluripotent stem cells (IPSCs) are re-differentiated for several weeks in vitro, the mitochondrial complement progressively re-acquires properties approximating input fibroblasts, suggesting that despite the observation that IPSC conversion "resets" some parameters of cellular aging such as telomere length, it may have little impact on other age-affected cellular systems such as mitochondria in IPSC-derived cells.    METHODOLOGY/PRINCIPAL FINDINGS: We have examined the properties of mitochondria in two fibroblast lines, corresponding IPS…
21795702	WW domain-containing E3 ubiquitin protein ligase 1 (WWP1) delays cellular senescence by promoting p27(Kip1) degradation in human diploid fibroblasts.	lifespan	2011-09-23	WW domain-containing E3 ubiquitin protein ligase 1 (WWP1) plays an important role in the proliferation of tumor cells and the lifespan of Caenorhabditis elegans. However, the role of WWP1 in cellular senescence is still unknown. Here, we show that the expression patterns of p27(Kip1) and WWP1 are inversely correlated during cellular senescence. Moreover, the overexpression of WWP1 delayed senescence, whereas the knockdown of WWP1 led to premature senescence in human fibroblasts. Furthermore, we demonstrate that WWP1 repressed endogenous p27(Kip1) expression through ubiquitin-proteasome-mediated degradation. Additionally, WWP1 had a strong preference for catalyzing the Lys-48-linked polyubiquitination of p27(Kip1) in vitro. Finally, we demonstrate that WWP1 markedly inhibited the replicative senescence induced by p27(Kip1) by promoting p27(Kip1) degradation. Therefore, our study provides a new molecular mechanism for the regulation of cellular senescence.
16806052	MMI1 (YKL056c, TMA19), the yeast orthologue of the translationally controlled tumor protein (TCTP) has apoptotic functions and interacts with both microtubules and mitochondria.	lifespan	????-??-??	The yeast orthologue of mammalian TCTP is here proposed to be named Mmi1p (microtubule and mitochondria interacting protein). This protein displays about 50% amino acid sequence identity with its most distantly related orthologs in higher organisms and therefore probably belongs to a small class of yeast proteins which have housekeeping but so far incompletely known functions needed for every eukaryotic cell. Previous investigations of the protein in both higher cells and yeast revealed that it is highly expressed during active growth, but transcriptionally down-regulated in several kinds of stress situations including starvation stress. In human cells, TCTP presumably has anti-apoptotic functions as it binds to Bcl-XL in vivo. TCTP of higher cells was also shown to interact with the translational machinery. It has acquired an additional function in the mammalian immune system, as it is identical with the histamine releasing factor. Here, we show that in S. cerevisiae induction of apop…
9514220	Drinking water fluoridation: bone mineral density and hip fracture incidence.	aging	1998-03-??	The role of drinking water fluoride content for prevention of osteoporosis remains controversial. Therefore, we analyzed the influence of drinking water fluoridation on the incidence of osteoporotic hip fractures and bone mineral density (BMD) in two different communities in eastern Germany: in Chemnitz, drinking water was fluoridated (1 mg/L) over a period of 30 years; in Halle, the water was not fluoridated. BMD was measured in healthy hospital employees aged 20-60 years (Halle: 214 women, 98 men; Chemnitz: 201 women, 43 men, respectively) using dual-energy X-ray absorptiometry. Hip fractures in patients > or = 35 years admitted to the local hospitals in the years 1987-1989 were collected from the clinic registers. There was no difference in age, anthropometric, hormonal, or lifestyle variables between the two groups. Mean fluoride exposure in Chemnitz was 25.2 +/- 7.3 years. No correlation was found between fluoride exposure and age-adjusted BMD. We found no significant difference i…
25879942	Psychosocial factors for influencing healthy aging in adults in Korea.	aging	2015-03-07	BACKGROUND: Healthy aging includes physical, psychological, social, and spiritual well-being in later years. The purpose of this study is to identify the psychosocial factors influencing healthy aging and examining their socio-demographic characteristics. Perceived health status, depression, self-esteem, self-achievement, ego-integrity, participation in leisure activities, and loneliness were identified as influential factors in healthy aging.    METHODS: 171 Korean adults aged between 45 and 77 years-old participated in the study. Self-reporting questionnaires were used, followed by descriptive statistics and multiple regressions as inferential statistical analyses.    RESULTS: There were significant differences between participants' general characteristics: age, education, religion, housing, hobby, and economic status. The factors related to healthy aging had positive correlation with perceived health status, self-esteem, self-achievements, and leisure activities, and negative correl…
18548867	As good as it gets? Rethinking old age.	aging	2008-05-??	Although approximately half of aging Americans will probably not be able to live independently after retirement age, there is a greater focus on end-of-life matters, such as living wills, than on exploring creative long-term care models that promote healthy aging. With more Americans aging healthfully, now is the time to look at innovations in long-term care that will not only provide safe housing, but will also focus on the trajectory from healthy aging to end-of-life care, including health promotion and even reversal of disabilities incurred in the aging process. Nurses and other health care professionals need to rethink how those they care for will live out their later years and explore creative approaches for extending living options that foster autonomy.
18284340	Neural processes supporting young and older adults' emotional memories.	aging	2008-07-??	Young and older adults are more likely to remember emotional information than neutral information. The present functional magnetic resonance imaging study examined the neural processes supporting young (ages 18-35) and older (ages 62-79) adults' successful encoding of positive, negative, and neutral objects (e.g., a sundae, a grenade, a canoe). The results revealed general preservation of the emotional memory network across the age groups. Both groups recruited the amygdala and the orbito-frontal cortex during the successful encoding of positive and negative information. Both ages also showed valence-specific recruitment: right fusiform activity was greatest during the successful encoding of negative information, whereas left prefrontal and temporal activity was greatest during the successful encoding of positive information. These valence-specific processes are consistent with behavioral evidence that negative information is processed with perceptual detail, whereas positive informati…
25267556	Age-related morphometric changes of inner structures of the skin assessed by in vivo reflectance confocal microscopy.	aging	2015-03-??	BACKGROUND: In vivo reflectance confocal microscopy is a useful technique for non-invasive biometry of cutaneous inner structures. In this study, the changes in the inner structures were examined in a wide age range of healthy Japanese using this technique.    MATERIALS AND METHODS: Skin on the flexor side of the arm and on the face, which represent sun-protected and sun-exposed sites of the skin, respectively, was examined in 52 healthy Japanese subjects aged 6 months-81 years old using a reflectance confocal microscope Vivascope(®) 3000.    RESULTS: The size of granular cells increased with age and was larger in the group aged over 50 years than in the young group aged 18-21 years old, at both sites. The size of prickle cells also increased with age in the face but not in the arm. The size of dermal papillae measured at depths of 50 μm (Z = 50 μm) and 80 μm (Z = 80 μm) from the surface decreased with age. The size at Z = 80 μm was smaller in the older group than in the younger group …
11682425	T-wave amplitude as an indicator for detecting intravascular injection of epinephrine test dose in awake and anesthetized elderly patients.	aging	2001-11-??	UNLABELLED: Aging is associated with reduced heart rate (HR) responsiveness to a simulated IV test dose containing epinephrine. We tested the hypothesis that a more contemporary T-wave criterion (positive if there was a > or = 25% decrease in T-wave amplitude) was applicable in both awake and anesthetized older patients. Sixteen healthy patients > or = 65 yr old first received 3 mL of normal saline IV, followed 4 min later by 1.5% lidocaine 3 mL containing 15 microg epinephrine (1:200,000) IV in the supine position when awake, and they were anesthetized with stable 2% end-tidal sevoflurane and 67% nitrous oxide. HR, systolic blood pressure (SBP) determined invasively, and lead II of the electrocardiogram were continuously recorded for 4 min after the IV injections of saline and the test dose. A sensitivity of 88% and a negative predictive value of 89% were obtained in awake patients on the basis of the conventional HR criterion (positive if there was a > or = 20 bpm increase), whereas …
24449371	Accumulation of lipofuscin-like pigments of walnuts (Carya cathayensis) during storage: potential roles of lipid oxidation and non-enzymatic glycosylation.	aging	2014-09-??	BACKGROUND: Lipofuscin-like pigments (LFLP) are considered a hallmark of aging. The intracellular LFLP formation rate is negatively correlated with the life expectancy of cell. In food quality, increase of LFLP not only affects the appearance but also causes loss of nutritional value.    RESULTS: The accumulation of LFLP increased during storage of all walnuts. LFLP fluorescent intensities of walnuts with 4%, 6%, 12% and 16% moisture at the end of storage were 8.1, 4.8, 4.3 and 2.8 times those at the beginning, respectively. The LFLP accumulation of walnuts with high moisture was found to be negatively correlated with soluble sugars and 1,1-diphenyl-2-picrylhydrazyl (DPPH) radical quenching rate, but positively correlated with the content of hydroxymethylfuraldehyde (HMF). While the LFLP accumulation of walnuts with low moisture had a strong positive correlation with anisidine value, it exhibited high negative correlations with acid phosphatase activity, DPPH(•) quenching rate and toco…
2721600	Decreased accuracy of protein synthesis in extracts from aging human diploid fibroblasts.	aging	1989-??-??	The accuracy of protein synthesis has been measured in extracts from human diploid fibroblasts of different ages. Extracts were supplied with purified mRNA for the coat protein of the cowpea variant of tobacco mosaic virus (CcTMV), which lacks codons for cysteine and methionine. The presence of 35S-cysteine in CcTMV coat protein synthesized during translation reactions therefore represents translational error. Translation reactions were performed with extracts from young fibroblasts (less than 50% of life span completed) and old fibroblasts (more than 90% of life span completed), and the translation products were purified by immunoprecipitation and analyzed by polyacrylamide gel electrophoresis. The error frequency increased from 4.2 x 10(-5) cysteines/amino acid in young cell extracts to 2.9 x 10(-4) cysteines/amino acid in old cell extracts. Cysteine incorporation was not due to nonspecific binding, and could be increased approximately sixfold by the addition of the misreading antibi…
21868393	Impairment of lon-induced protection against the accumulation of oxidized proteins in senescent wi-38 fibroblasts.	aging	2011-11-??	Oxidative damage to mitochondrial proteins is thought to contribute to the aging process, but the Lon protease normally degrades such proteins. In early-passage WI-38 human lung fibroblasts, Lon expression is rapidly induced during H(2)O(2) stress, which prevents the accumulation of oxidized proteins and protects cell viability. In contrast, middle passage cells exhibit only sluggish induction of Lon expression in oxidative stress, and oxidized proteins initially accumulate. Late-passage, or senescent, cells have low basal levels of Lon and high levels of accumulated oxidized proteins; in response to oxidative stress, they fail to induce Lon expression and exhibit continually increasing accumulation of oxidized proteins. Senescent cells separated into two populations, one exhibiting normal mitochondrial mass and a second displaying significant loss of mitochondria; both populations had diminished mitochondrial transmembrane potential. These senescent changes are similar to the effects …
16316683	Oxidative degradation in highly cross-linked and conventional polyethylene after 2 years of real-time shelf aging.	aging	2006-04-??	Previous studies have reported oxidative degradation of conventional polyethylene (PE) components during shelf aging, following radiation. However, no studies have yet reported data concerning the effect of real-time shelf aging in the manufacturer's packaging on the oxidative degradation of commercially available highly cross-linking PE components. The null hypothesis tested was that in either highly cross-linked or conventional PE acetabular components there would be no significant difference in the amount of oxidative degradation between time zero PE liners and PE liners that had been real-time shelf aged for 2 years in their respective packaging. The results of the study indicated that after 2 years of real-time shelf aging, negligible oxidative degradation occurred with minimal changes in oxidation index, density, and percent crystallinity in commercially available highly cross-linked and conventional PE acetabular liners. These data suggested that oxidative degradation was not a …
11688800	Differences in composition and mucosal adhesion of bifidobacteria isolated from healthy adults and healthy seniors.	aging	2001-11-??	Fifty-one Bifidobacterium strains were isolated from the feces of healthy adults (30-40 years old) and seniors (older than 70 years of age). B. adolescentis, B. breve, B. infantis, and B. longum were isolated from the healthy adults and B. adolescentis and B. longum from elderly subjects. The tested bacteria bound, in vitro, to intestinal mucus in a strain dependent manner. The strains isolated from healthy adults, and especially B. adolescentis, bound better to intestinal mucus than those isolated from seniors. These results indicate that the mucosal adhesive properties of the human Bifidobacterium flora were reduced with the aging of the host. This shift to a Bifidobacterium flora with reduced adhesive abilities may explain the decrease in bifidobacteria levels in the intestinal microflora of aging people.
28706001	Aspirin as a COX inhibitor and anti-inflammatory drug in human skeletal muscle.	aging	2017-??-01	Although aspirin is one of the most common anti-inflammatory drugs in the world, the effect of aspirin on human skeletal muscle inflammation is almost completely unknown. This study examined the potential effects and related time course of an orally consumed aspirin dose on the inflammatory prostaglandin E (PGE)/cyclooxygenase (COX) pathway in human skeletal muscle. Skeletal muscle biopsies were taken from the vastus lateralis of 10 healthy adults (5 male and 5 female, 25 ± 2 yr old) before (Pre) and 2, 4, and 24 h after (Post) a standard dose (975mg) of aspirin and partitioned for analysis of 1) in vivo PGE levels in resting skeletal muscle and 2) ex vivo skeletal muscle PGE production when stimulated with the COX substrate arachidonic acid (5 μM). PGE levels in vivo and PGE production ex vivo were generally unchanged at each time point after aspirin consumption. However, most individuals clearly showed suppression of PGE, but at varying time points after aspirin consumption. When the…
26746225	Older Parents Benefit More in Health Outcome From Daughters' Than Sons' Emotional Care in China.	longevity	2016-??-??	OBJECTIVE: To examine whether older parents in China would benefit more from daughters' care than from sons' emotional care.    METHOD: Analysis of the unique data sets of the Chinese Longitudinal Healthy Longevity Survey conducted in 2002, 2005, and 2008-2009 in 22 provinces.    RESULTS: As compared with having son(s), having daughter(s) is significantly more beneficial at older ages in China, with regard to maintaining higher cognitive capacity and reducing mortality risk. Such daughter advantages in providing emotional care to older parents are more profound among the oldest-old aged 80+ as compared with the young-old aged 65 to 79 and surprisingly more profound in rural areas as compared with urban areas, even though son preference is much more common among rural residents.    DISCUSSION: We describe how educational campaigns aimed at informing the public about the benefits of daughter(s) for older parents' health outcome could help promote gender equality and reduce traditional so…
18795357	Plasma omega-3 fatty acid response to a fish oil supplement in the healthy elderly.	aging	2008-11-??	Little information is available concerning whether incorporation of dietary omega-3 fatty acids into plasma lipids changes during healthy aging. Elderly (74 +/- 4 years old) and young (24 +/- 2 years old) adults were given a fish oil supplement for 3 weeks that provided 680 mg/day of docosahexaenoic acid and 320 mg/day of eicosapentaenoic acid, followed by a 2 week wash-out period. Compliance was monitored by spiking the capsules with carbon-13 glucose, the excretion of which was measured in breath CO2. In response to the supplement, plasma docosahexaenoic acid rose 42% more in the elderly but eicosapentaenoic responded similarly in both groups. Despite raising docosahexaenoic acid intake by five to tenfold, the supplement did not raise plasma free docosahexaenoic acid (% or mg/dL) in either group. We conclude that healthy aging is accompanied by subtle but significant changes in DHA incorporation into plasma lipids.
30530151	Long-term leaching of arsenic from pressure-treated playground structures in the northeastern United States.	aging	2019-03-15	Wood used in playground structures built prior to 2004 was pressure-treated with chromated copper arsenate (CCA) which has been associated with negative health and environmental impacts. Given the prevalence and lack of maintenance of these aging play structures in rural northeastern US, the aim of this study was to determine the distribution of As (total, speciated and bioaccessible) in surface soil collected near and underneath four CCA-treated playground structures 16- and 26-years following installation. Note that one playground in southeastern MA was studied where surface soil samples were collected at various distances from the structures (0, 5, 15, and 30 cm). Total As in surface soil was measured by graphite furnace atomic absorption spectroscopy, whereas As speciation and bioaccessible As were determined by HPLC-ICPMS and in vitro SBRC-gastric assay, respectively. Near (≤5 cm) and underneath CCA-treated structures total As concentration in surface soil ranged from 143.4-213.5 …
22770866	Association between elder self-neglect and hospice utilization in a community population.	aging	????-??-??	Elder self-neglect is associated with substantial 1-year mortality. However, hospice utilization among those with self-neglect remain unclear. The objective of this study is to quantify the prospective relation between self-neglect and risk for hospice utilization in a community population of older adults. Prospective population-based study in a geographically defined community in Chicago of older adults who participated in the Chicago Health and Aging Project. Of the 8669 participants in the Chicago Health and Aging Project, a subset of 1438 participants was reported to social services agency for suspected elder self-neglect. Outcome of interest was the hospice utilization obtained from the Center for Medicare and Medicaid System. Cox proportional hazard models were used to assess independent association of self-neglect with risk of hospice utilization using time-varying covariate analyses. After adjusting for potential confounding factors, elders who self-neglect was associated with …
6773977	The influence of age, alcohol consumption, and body build on gonadal function in men.	aging	1980-09-??	Basal plasma levels of testosterone, dihydrotestosterone, estradiol, and gonadotropins and testosterone-binding capacity (percent radioactive testosterone bound to protein) were measured in health carefully screened young (31-44 yr old; n = 44) and older (64-88 yr old; n = 42) male participants in the Normative Aging Study of the V.A. There was no statistically significant effect of age on testosterone [younger group, 4.16 +/- 0.27 (SEM) ng/ml; older group, 4.62 +/- 0.32 (SEM) ng/ml] or the free testosterone index [younger group, 2.05 +/- 0.14 (SEM) ng/ml; older group, 1.76 +/- 0.11 (SEM) ng/ml]. The testosterone-binding capacity was higher in the older group (younger group, 50.10 +/- 1.18% (SEM); older group, 60.10 +/- 1.18% (SEM); P less than 0.001). Of the two products of testosterone metabolism studied, estradiol did not change with age, while dihydrotestosterone was lower [young group, 0.25 +/- 0.02 (SEM) ng/ml; older group, 0.20 +/- 0.01 (SEM) ng/ml; P = 0.03] in the older group.…
28676292	Intestinal Permeability Biomarker Zonulin is Elevated in Healthy Aging.	aging	2017-09-01	INTRODUCTION: Increased gut permeability ("leaky gut") has been proposed as a potential contributor to age-related inflammation and gut dysbiosis. However, information on the relationship between a leaky gut and inflammation and physical frailty during aging are limited.    OBJECTIVE: To investigate the hypothesis that an aging-associated leaky gut is linked to the age-related inflammation and frailty.    METHODS: Two cohorts of healthy adults were studied: young (18-30 years old, n = 19) and older (≥70 years old, n = 18). Serum concentrations of the tumor necrosis factor (TNF)-α and interleukin (IL)-6, zonulin (a marker for leaky gut), and high-mobility group box protein (HMGB1, a nuclear protein triggering inflammation) were measured. Correlations of serum levels of zonulin and HMGB1 with strength of plantar flexor muscles and number of steps taken per day were analyzed.    RESULTS: Serum concentration of zonulin and HMGB1 were 22% (P = .005) and 16% (P = .010) higher in the older ve…
16630374	Effects of age and ACL reconstruction on quadriceps gamma loop function.	aging	2006-??-??	BACKGROUND AND PURPOSE: Both aging and anterior cruciate ligament (ACL) reconstruction are associated with strength deficits, which can in turn influence performance of activities of daily living. Thus it is informative to understand mechanisms underlying strength deficits. Age-related declines in strength follow reductions in muscle fiber numbers and size, whereas strength deficits following ACL reconstruction may be caused by the loss of intraligamentous mechanoreceptors. A common link between these conditions is the gamma spindle system, or the gamma loop. Appropriately applied vibration can affect the gamma loop by causing disruption of afferent feedback to a muscle and result in decreased force capabilities. We investigated the effect of age and ACL reconstruction on gamma loop function.    METHODS: Maximal isometric strength (MVC) and electromyography (EMG) of the quadriceps were quantified before and after vibration stimulation of the infrapatellar tendon of 3 groups: young heal…
23585863	Src regulates the activity of the ING1 tumor suppressor.	aging	2013-??-??	The INhibitor of Growth 1 (ING1) is stoichiometric member of histone deacetylase (HDAC) complexes and functions as an epigenetic regulator and a type II tumor suppressor. It impacts cell growth, aging, apoptosis, and DNA repair, by affecting chromatin conformation and gene expression. Down regulation and mislocalization of ING1 have been reported in diverse tumor types and Ser/Thr phosphorylation has been implicated in both of these processes. Here we demonstrate that both in vitro and in vivo, the tyrosine kinase Src is able to physically associate with, and phosphorylate ING1, which results in a nuclear to cytoplasmic relocalization of ING1 in cells and a decrease of ING1 stability. Functionally, Src antagonizes the ability of ING1 to induce apoptosis, most likely through relocalization of ING1 and down regulation of ING1 levels. These effects were due to both kinase-dependent and kinase-independent properties of Src, and were most apparent at elevated levels of Src expression. These…
24974141	Oxidative stress in older patients with bipolar disorder.	aging	2015-03-??	OBJECTIVE: Increases in oxidative stress have been consistently reported in younger patients with bipolar disorder (BD) in postmortem brain and blood samples studies. Changes in oxidative stress are also associated with the natural aging process. Thus, the investigation of oxidative stress across the life span of patients with BD is crucial.    METHODS: We compared the levels of oxidative damage to proteins and lipids in plasma from 110 euthymic older patients with BD I or II (mean±SD age: 63.9±9.7 years) and 75 older healthy individuals (66.0±9.6 years). To assess protein oxidation, we measured the plasma levels of protein carbonyl (PC) and 3-nitrotyrosine (3-NT) using the ELISA technique. To assess lipid peroxidation, we measured plasma levels of lipid hydroperoxide (LPH) and 4-hydroxynonenal (4-HNE) using spectrophotometric assays.    RESULTS: LPH levels were higher in patients than in the comparison healthy individuals, whereas there were no significant differences for PC, 3-NT, an…
30260763	Personality and Emotional Intelligence in Older Adults: A Predictive Model Based on Structural Equations Modeling.	aging	2019-??-??	Recent research on emotions in aging points to emotional intelligence (EI) as a factor that plays an important role in this process, and different conceptualizations of EI show that this construct is closely linked to personality in the general population. The main purpose of this study was to find out whether findings obtained in the general population indicating a predictive relationship between personality and EI are also confirmed during the aging process. A sample of 233 healthy older subjects between 60 and 90 years old was used. Participants answered two self-report scales on EI and personality, respectively. Structural equation modeling was used to test the predictive role of personality in EI. Personality was found to be a predictor of EI in older people, and the weight of the prediction was significant in all the dimensions of the big five personality factors, except the dimension of neuroticism, which is known to vary greatly during the aging process. These results indicate …
9582322	Complex interactions of the protein L-isoaspartyl methyltransferase and calmodulin revealed with the yeast two-hybrid system.	aging	1998-05-22	The widely distributed protein-L-isoaspartyl, D-aspartyl carboxylmethyltransferase (EC 2.1.1.77) is hypothesized to play a role in the repair or metabolism of deamidated and isomerized proteins that are spontaneously generated during the aging of proteins in cells. The yeast two-hybrid system was used to identify proteins that potentially interact with the methyltransferase in a cellular processing pathway. Two cDNAs, both encoding calmodulin, were isolated from a human fetal brain cDNA library using the human methyltransferase as the bait. Enzymatic assays with purified components revealed a complex set of interactions between the methyltransferase and calmodulin. Calmodulin weakly stimulated protein carboxylmethyltransferase activity in vitro at concentrations of the two proteins reflecting their representation in mammalian brain. Calmodulin stimulation of methyltransferase was observed in both the presence and absence of calcium, although the effect was greater in the presence of ca…
28341162	Structural laterality is associated with cognitive and mood outcomes: An assessment of 105 healthy aged volunteers.	aging	2017-??-??	The human brain presents multiple asymmetries that dynamically change throughout life. These phenomena have been associated with cognitive impairments and psychiatric disorders although possible associations with specific patterns of cognitive aging are yet to be determined. We have therefore mapped and quantified morphological asymmetries in a heterogeneous and aged population (65.2±8.0 years old, 52 male and 53 female) to explore potential associations between the asymmetries in specific brain regions and cognitive performance. The sample was characterized in a battery of neuropsychological tests and in terms of brain structural asymmetries using a ROI-based approach. A substantial number of brain areas presented some degree of asymmetry. Such biases survived a stringent statistical correction and were largely confirmed in a voxel-based analysis. In specific brain areas, like the thalamus and insula, asymmetry was correlated with cognition and mood descriptors as the Stroop words/col…
9242962	Minimal oxidation and storage of low density lipoproteins result in an increased susceptibility to phospholipid hydrolysis by phospholipase A2.	aging	1997-07-25	In vitro-studies have shown that phospholipid hydrolysis of low density lipoproteins (LDL) by bee venom or porcine pancreatic phospholipase A2 (PLA2) leads to an increased uptake of these lipoproteins by macrophages transforming them into foam cells. Recently, a secretory phospholipase A2, group II, was detected in human atherosclerotic plaques. In order to investigate the role of this enzyme in the pathogenesis of atherosclerosis, a structurally identical human secretory PLA2 was purified from the medium of HepG2 cells stimulated with interleukin-6 and tumor necrosis factor-alpha. The activity of the purified enzyme towards the phospholipids of native and modified low density lipoproteins was compared with the activity towards Escherichia coli-membranes and other phospholipid substrates. Compared to E. coli-membranes, native LDL proved to be a poor substrate for group II PLA2. After mild oxidation induced by copper ions or by 2,2-azobis(2-amidinopropane) (AAPH), the susceptibility of …
6865496	DNA chain growth as a function of age in intact and permeabilized WI-38 and MRC-5 cells.	aging	1983-01-??	The rate of incorporation of deoxythymidine triphosphate (dTTP) into acid-precipitable material of permeabilized MRC-5 and WI-38 cells as well as the rate of DNA chain growth in both intact and permeabilized cells was examined as a function of cell age. Although both the total rate of dTTP incorporation and the percentage of labeled cells decreased as cultures aged, we could detect no decrease in the rate of DNA chain growth from passages 29 to 53 for MRC-5 and from passages 34 to 50 for WI-38 cells. Since the older passages were in phase III growth and since, in our hands, the WI-38 cells used for this study senesced at passage 51, we conclude that a decrease in the rate of DNA chain growth is not related to in vitro aging.
15763394	Resistance exercise training decreases oxidative damage to DNA and increases cytochrome oxidase activity in older adults.	aging	2005-03-??	Regular resistance exercise increases muscle strength and induces muscle fibre hypertrophy in older adults. Although the underlying causes of aging remain unclear, like acute exercise, aging is associated with oxidative stress. In ageing, however, oxidative stress is closely associated with mitochondrial dysfunction as proposed by the mitochondrial theory of aging. The effect of regular resistance exercise upon mitochondrial function and oxidative stress in older adults is unknown. Twenty-eight older men and women (approximately 68.5+/-5.1 yr) performed whole-body resistance exercise training for 14 weeks. Muscle biopsies were taken before and 72 h following the last exercise bout from the vastus lateralis. Urine samples were also taken at the time of tissue collection. Resistance exercise training was associated with a decrease in 8-OHdG (Pre: 10783+/-5856, Post: 8897+/-4030 ng g(-1) creatinine; p<0.05). Protein content for CuZnSOD, MnSOD, and catalase, and enzyme activities for citra…
19942987	Growth hormone secretion in response to glucagon stimulation test in healthy middle-aged men.	aging	2009-10-??	OBJECTIVE: To investigate the growth hormone (GH) response to glucagon stimulation test (GST) in a population of healthy men over 50 years old in comparison to insulin tolerance test (ITT), analysis of the spontaneous 24-hour GH profile and insulin-like growth factor 1 (IGF-I).    METHODS: 27 healthy men aged between 51 and 65 years were tested.    RESULTS: Using non-parametric correlation analysis, a positive correlation between GH peak after GST and mean IGF-I (r = 0.528; p = 0.005) was found, as well with GH peak in 24-hour profile (r = 0.494; p = 0.009). No correlation was found comparing GH peak after ITT with the same parameters. Ten subjects presented GH peak of less than 3.0 microg/L after GST, none confirmed in ITT.    CONCLUSIONS: GH peak response to GST was lower than ITT, but it showed a positive correlation with mean IGF-I and also with GH peak in 24-hour profile. However, GST should not be used to differentiate organic growth hormone deficiency (GDH) from the expected dec…
1962558	Ascorbic acid and oxidative inactivation of proteins.	aging	1991-??-??	A number of active oxygen species are likely implicated in the etiology or manifestation of several pathological conditions, including aging, arthritis, carcinogenesis, atherosclerosis, and muscular dystrophy. Ascorbate plays a key role in protecting cells against oxidative damage. Paradoxically, in the presence of Fe3+ or Cu2+, ascorbate can promote the generation of the same reactive oxygen species (.OH, O2-, H2O2, and ferryl ion) it is known to destroy. This prooxidant activity derives from the ability of ascorbate to reduce Fe3+ or Cu2+ to Fe2+ or Cu+, respectively, and to reduce O2 to O2-. and H2O2. Damage to nucleic acid and proteins results from the binding of either Fe2+ or Cu+ to metal binding sites on these macromolecules followed by reaction of the metal complexes with H2O2; this leads to the production of active oxygen species that attack functional groups at or near the metal binding sites.
19729591	Cerebral blood flow during exercise: mechanisms of regulation.	aging	2009-11-??	The response of cerebral vasculature to exercise is different from other peripheral vasculature; it has a small vascular bed and is strongly regulated by cerebral autoregulation and the partial pressure of arterial carbon dioxide (Pa(CO(2))). In contrast to other organs, the traditional thinking is that total cerebral blood flow (CBF) remains relatively constant and is largely unaffected by a variety of conditions, including those imposed during exercise. Recent research, however, indicates that cerebral neuronal activity and metabolism drive an increase in CBF during exercise. Increases in exercise intensity up to approximately 60% of maximal oxygen uptake produce elevations in CBF, after which CBF decreases toward baseline values because of lower Pa(CO(2)) via hyperventilation-induced cerebral vasoconstriction. This finding indicates that, during heavy exercise, CBF decreases despite the cerebral metabolic demand. In contrast, this reduced CBF during heavy exercise lowers cerebral ox…
12181313	Telomere-binding protein TRF2 binds to and stimulates the Werner and Bloom syndrome helicases.	aging	2002-10-25	Werner syndrome is a human premature aging disorder displaying cellular defects associated with telomere maintenance including genomic instability, premature senescence, and accelerated telomere erosion. The yeast homologue of the Werner protein (WRN), Sgs1, is required for recombination-mediated lengthening of telomeres in telomerase-deficient cells. In human cells, we report that WRN co-localizes and physically interacts with the critical telomere maintenance protein TRF2. This interaction is mediated by the RecQ conserved C-terminal region of WRN. In vitro, TRF2 demonstrates high affinity for WRN and for another RecQ family member, the Bloom syndrome protein (BLM). TRF2 interaction with either WRN or BLM results in a notable stimulation of their helicase activities. Furthermore, the WRN and BLM helicases, partnered with replication protein A, actively unwind long telomeric duplex regions that are pre-bound by TRF2. These results suggest that TRF2 functions with WRN, and possibly BLM…
28427051	Subjective Time Perceptions and Aging Well: A Review of Concepts and Empirical Research - A Mini-Review.	lifespan	2017-??-??	Human beings impose subjective, time-related interpretations on their existence, and the experience of time is a major aspect of lifespan development. In this mini-review, we understand subjective time as the way individuals subjectively perceive and evaluate the passing of their personal "objective" lifetime. A broad range of constructs and operationalizations has been developed in (gero-) psychology to capture subjective time, including future time perspective, personal goals, or autobiographical memories. In order to theoretically integrate this yet loosely connected body of literature, we propose a conceptual model of subjective time concepts according to 2 dimensions: temporal direction (past, present, future) and thematic field (duration/expansion, time-ordered life content, and time-related evaluations, attitudes, and mindsets). This conceptual model of subjective time perceptions builds the foundation for a review of the empirical literature regarding associations of subjective…
25395345	Staying on Task: Age-Related Changes in the Relationship Between Executive Functioning and Response Time Consistency.	aging	2016-03-??	OBJECTIVE: Little is known about the relationship of executive functioning with age-related increases in response time (RT) distribution indices (intraindividual standard deviation [ISD], and ex-Gaussian parameters mu, sigma, tau). The goals of this study were to (a) replicate findings of age-related changes in response time distribution indices during an engaging touch-screen RT task and (b) investigate age-related changes in the relationship between executive functioning and RT distribution indices.    METHOD: Healthy adults (24 young [aged 18-30], 24 young-old [aged 65-74], and 24 old-old [aged 75-85]) completed a touch-screen attention task and a battery of neuropsychological tests. The relationships between RT performance and executive functions were examined with structural equation modeling (SEM).    RESULTS: ISD, mu, and tau, but not sigma, increased with age. SEM revealed tau as the most salient RT index associated with neuropsychological measures of executive functioning. Fur…
